地段位置或門牌,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途
西海路三段１０６巷７弄５號三樓之１,105/05/16,650.0,20.3,44.5,79.45%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,30.0,無,無,住家用
民族路９３巷５弄４１號,105/04/30,1150.0,15.3,75.37,,店面（店舖),35.0,"一層,二層,三層,騎樓/三層",房地(土地+建物),土:1 建:1車:0,6房3廳3衛,,無,無,住家用
民族路９３巷５弄４３號,105/04/30,1150.0,15.0,76.74,,店面（店舖),35.0,"一層,二層,三層,騎樓/三層",房地(土地+建物),土:1 建:1車:0,6房3廳3衛,,無,無,住家用
民權路２２６巷５弄２２號３樓,105/04/26,760.0,28.6,26.59,93.00%,華廈(10層含以下有電梯),7.0,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
庵前４３之３號三樓,105/04/25,265.0,19.5,13.59,85.56%,套房(1房(1廳)1衛),,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
庵前４３之２號,105/04/25,365.0,19.3,18.95,92.69%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
庵前４３之３號,105/04/25,255.0,20.3,12.54,92.72%,套房(1房(1廳)1衛),,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
庵前４３之３號二樓,105/04/25,265.0,19.5,13.59,85.56%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
西海路三段１０６巷７弄１號三樓之１,105/04/13,650.0,21.2,30.72,79.09%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄５號,105/04/01,730.0,23.3,43.48,81.21%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,40.0,無,無,住家用
西海路三段１０６巷７弄３號二樓,105/03/31,650.0,20.8,31.23,77.12%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄１號二樓之１,105/03/31,650.0,21.2,30.72,79.09%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄５號二樓之２,105/03/31,650.0,21.6,30.1,81.01%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄３號三樓,105/03/31,685.0,20.8,46.29,77.11%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,35.0,無,無,住家用
珠浦南路５０巷３弄７號二樓,105/03/28,380.0,23.5,16.2,63.14%,華廈(10層含以下有電梯),1.0,二層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
珠浦南路５０巷３弄６號五樓,105/03/12,420.0,24.8,16.94,63.52%,華廈(10層含以下有電梯),1.0,五層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
珠浦南路５０巷３弄７號,105/03/10,430.0,27.4,15.67,65.28%,華廈(10層含以下有電梯),1.0,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
民權路２２６巷４弄６號４樓,105/02/21,970.0,28.1,34.52,73.57%,華廈(10層含以下有電梯),3.0,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
民權路７０巷１１弄１８號３樓,105/02/04,875.0,30.0,29.19,79.55%,公寓(5樓含以下無電梯),4.0,三層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
小西門４７號,103/12/11,490.0,17.6,27.89,90.79%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
中興路１７３巷６之１號,103/09/23,465.0,17.3,26.9,,店面（店舖),52.0,"一層,二層,三層/三層",房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用
環島北路一段３８巷１６弄１號２樓,103/08/01,480.0,15.7,30.54,92.69%,公寓(5樓含以下無電梯),19.0,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
小西門４６號３樓,103/08/01,390.0,14.1,27.57,93.78%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
小西門４８號３樓,103/08/01,205.0,14.9,13.78,,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用
小西門４８號,103/07/30,260.0,19.6,13.29,,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
珠浦西路６巷２弄１號五樓,103/07/29,615.0,24.9,24.65,62.01%,公寓(5樓含以下無電梯),2.0,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
環島北路一段３８巷１６弄１號１樓,103/07/22,620.0,19.5,31.71,89.25%,公寓(5樓含以下無電梯),19.0,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
金城新莊３巷１號,103/07/03,620.0,27.9,22.2,100.00%,公寓(5樓含以下無電梯),4.0,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
民生路６７號,103/06/04,5500.0,53.5,102.72,,店面（店舖),47.0,"一層,二層,騎樓/二層",房地(土地+建物),土:4 建:2車:0,4房6廳6衛,,無,無,住家用
環島北路一段３８巷１弄３號３樓,103/04/25,660.0,20.5,32.22,88.89%,公寓(5樓含以下無電梯),18.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門４８號２樓,103/04/13,220.0,14.0,15.68,77.31%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
小西門４９號３樓,103/04/13,410.0,15.4,26.6,93.77%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
小西門４７號３樓,103/04/13,450.0,16.2,27.85,90.78%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠沙里小西門４６號,103/04/02,380.0,13.8,27.57,93.78%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門４９號二樓,103/03/19,420.0,16.0,26.23,95.09%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
庵前４２之５號二樓,103/03/04,365.0,21.8,16.71,81.97%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之５號三樓,103/03/04,380.0,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之６號,103/03/04,350.0,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之６號三樓,103/03/04,350.0,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之６號二樓,103/03/04,348.0,21.1,16.52,81.76%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之７號,103/03/04,400.0,24.2,16.52,81.76%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之７號二樓,103/03/04,350.0,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之７號三樓,103/03/04,420.0,25.4,16.52,81.76%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之８號,103/03/04,380.0,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之８號二樓,103/03/04,350.0,20.9,16.71,81.97%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之８號三樓,103/03/04,380.0,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之５號,103/03/04,390.0,23.3,16.71,81.97%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
西海路三段１０６巷１５弄１號三樓,103/02/26,470.0,21.1,22.29,84.56%,公寓(5樓含以下無電梯),4.0,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
浯江街９巷１號２樓,103/02/26,680.0,19.5,34.84,76.03%,公寓(5樓含以下無電梯),1.0,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦西路６巷２弄３－１號三樓,103/01/22,270.0,24.6,10.97,77.83%,套房(1房(1廳)1衛),6.0,三層/四層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
民族路３２之１號３樓,102/12/31,525.0,22.9,22.94,77.10%,公寓(5樓含以下無電梯),18.0,三層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用
中興路２０５巷１８號二樓,102/12/13,350.0,21.1,16.59,79.19%,華廈(10層含以下有電梯),3.0,二層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
民權路２２６巷４弄６號２樓,102/10/15,910.0,26.4,34.52,73.57%,華廈(10層含以下有電梯),1.0,二層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路３段３９巷２弄１８號２樓,102/10/09,412.0,13.7,30.07,91.21%,公寓(5樓含以下無電梯),19.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用
珠浦南路７４巷３７號四樓,102/09/05,900.0,27.8,32.42,77.81%,公寓(5樓含以下無電梯),3.0,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民族路２１０巷９之１號２樓,102/08/23,439.0,20.2,21.68,79.00%,公寓(5樓含以下無電梯),3.0,二層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
珠浦西路２８巷２弄５號三樓,102/07/17,1000.0,27.0,37.0,80.75%,公寓(5樓含以下無電梯),13.0,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用
民權路２２６巷４弄６號四樓,102/07/05,670.0,19.4,34.52,73.57%,公寓(5樓含以下無電梯),,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路１２２巷１弄６之１號３樓,102/07/03,580.0,25.6,22.7,77.25%,公寓(5樓含以下無電梯),3.0,三層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用
珠浦西路２８巷４弄１之１號１樓,102/06/27,800.0,30.4,26.28,75.35%,公寓(5樓含以下無電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
珠浦西路２８巷４弄１之１號２樓,102/06/27,670.0,25.5,26.28,75.35%,公寓(5樓含以下無電梯),,二層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
珠浦西路２８巷４弄１之１號３樓,102/06/27,650.0,24.7,26.28,75.35%,公寓(5樓含以下無電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用
珠浦西路２８巷４弄１之１號４樓,102/06/27,610.0,23.2,26.28,75.35%,公寓(5樓含以下無電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
珠浦西路２８巷４弄１之１號５樓,102/06/27,610.0,23.2,26.28,75.35%,公寓(5樓含以下無電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
民權路２２６巷４弄１５號５樓,102/06/26,740.0,24.9,29.76,80.42%,公寓(5樓含以下無電梯),5.0,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄７號二樓,102/05/15,540.0,15.6,34.52,73.57%,華廈(10層含以下有電梯),,二層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄７號三樓,102/05/15,530.0,15.4,34.52,73.57%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄７號四樓,102/05/15,660.0,19.1,34.52,73.57%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄７號五樓,102/05/15,595.0,17.2,34.52,73.57%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄７號六樓,102/05/15,565.0,16.4,34.52,73.57%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄６號三樓,102/05/15,660.0,19.1,34.52,73.57%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄７號七樓,102/05/15,650.0,19.5,33.25,74.22%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄６號五樓,102/05/15,610.0,17.7,34.52,73.57%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄６號六樓,102/05/15,560.0,16.2,34.52,73.57%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷４弄６號七樓,102/05/15,650.0,19.5,33.25,74.22%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路６３巷５號,102/05/01,780.0,33.2,23.46,77.62%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用
西海路三段１０６巷１６弄１號二樓,102/04/16,450.0,17.4,25.92,79.68%,公寓(5樓含以下無電梯),3.0,二層/三層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用
中興路２０５巷１６號４樓,102/04/01,705.0,23.1,30.52,70.29%,華廈(10層含以下有電梯),2.0,四層/七層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
金山路２２號,102/03/12,650.0,23.2,28.06,83.76%,公寓(5樓含以下無電梯),7.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
大學路５３巷６弄１５號二樓,102/03/07,165.0,19.8,8.35,75.80%,套房(1房(1廳)1衛),3.0,二層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
西海路３段８１巷３１號３樓,102/02/26,261.0,9.5,27.37,94.36%,公寓(5樓含以下無電梯),18.0,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
珠浦西路５０巷１１弄１０號二樓之１,102/02/18,275.0,23.4,11.75,63.83%,套房(1房(1廳)1衛),4.0,二層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
民權路１２２巷１弄６號四樓之１,102/02/01,200.0,18.6,10.73,75.95%,公寓(5樓含以下無電梯),2.0,四層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
民權路６３巷３號五樓,102/01/22,500.0,20.5,24.35,65.56%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用
民權路６３巷５號２樓,102/01/22,570.0,22.0,25.89,70.36%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用
民權路６３巷５號三樓,102/01/22,530.0,20.5,25.89,70.36%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用
民權路６３巷５號四樓,102/01/22,470.0,18.2,25.89,70.36%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用
民權路６３巷５號五樓,102/01/22,530.0,20.5,25.89,70.36%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用
環島北路一段３８巷１弄３號３樓,102/01/18,520.0,16.1,32.22,88.89%,公寓(5樓含以下無電梯),17.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
環島北路一段３８巷１弄５號３樓,102/01/18,505.0,16.1,31.32,89.25%,公寓(5樓含以下無電梯),17.0,三層/三層,房地(土地+建物),土:1 建:1車:0,4房0廳4衛,,無,無,住家用
民權路２２６巷２弄１３號二樓,102/01/08,630.0,15.7,40.06,64.28%,華廈(10層含以下有電梯),,二層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號三樓,102/01/08,610.0,15.0,40.79,63.13%,華廈(10層含以下有電梯),,三層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號四樓,102/01/08,600.0,15.0,40.02,64.35%,華廈(10層含以下有電梯),,四層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號五樓,102/01/08,625.0,15.6,40.02,64.35%,華廈(10層含以下有電梯),,五層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號六樓,102/01/08,641.0,16.0,40.02,64.35%,華廈(10層含以下有電梯),,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號七樓,102/01/08,690.0,17.2,40.02,64.35%,華廈(10層含以下有電梯),,七層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號八樓,102/01/08,713.0,17.8,40.02,64.35%,華廈(10層含以下有電梯),,八層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號九樓,102/01/08,689.0,17.2,40.02,64.35%,華廈(10層含以下有電梯),,九層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號十樓,102/01/08,945.0,23.6,40.02,64.35%,華廈(10層含以下有電梯),,十層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號二樓,102/01/08,670.0,16.7,40.06,64.28%,華廈(10層含以下有電梯),,二層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號三樓,102/01/08,610.0,15.0,40.79,63.13%,華廈(10層含以下有電梯),,三層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號四樓,102/01/08,600.0,15.0,40.02,64.35%,華廈(10層含以下有電梯),,四層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號五樓,102/01/08,610.0,15.2,40.02,64.35%,華廈(10層含以下有電梯),,五層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號六樓,102/01/08,635.0,15.9,40.02,64.35%,華廈(10層含以下有電梯),,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號七樓,102/01/08,690.0,17.2,40.02,64.35%,華廈(10層含以下有電梯),,七層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號八樓,102/01/08,713.0,17.8,40.02,64.35%,華廈(10層含以下有電梯),,八層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號九樓,102/01/08,688.0,17.2,40.02,64.35%,華廈(10層含以下有電梯),,九層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１５號十樓,102/01/08,800.0,20.0,40.02,64.35%,華廈(10層含以下有電梯),,十層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
大學路５３巷６弄１號三樓之２,101/12/30,140.0,19.6,7.15,83.21%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１６號二樓,101/12/30,155.0,18.6,8.35,75.80%,套房(1房(1廳)1衛),3.0,二層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１７號二樓,101/12/30,160.0,18.7,8.56,76.18%,套房(1房(1廳)1衛),3.0,二層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１７號三樓,101/12/30,160.0,18.7,8.56,76.18%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄９號三樓,101/12/30,175.0,14.6,12.01,71.51%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１７號,101/12/30,160.0,18.7,8.56,76.18%,套房(1房(1廳)1衛),3.0,一層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
珠浦西路６巷６弄３號五樓,101/12/21,440.0,22.8,19.31,85.56%,公寓(5樓含以下無電梯),3.0,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用
西海路三段２２巷２３弄６號３樓,101/12/12,400.0,15.0,26.6,100.00%,公寓(5樓含以下無電梯),18.0,三層/三層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用
大學路５３巷６弄１５號三樓,101/12/03,155.0,18.6,8.35,75.80%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１６號三樓,101/12/03,155.0,18.6,8.35,75.80%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１０號三樓,101/12/03,140.0,19.6,7.15,83.21%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１２號三樓,101/12/03,140.0,19.8,7.06,82.98%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１３號三樓,101/12/03,140.0,19.8,7.06,82.98%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
大學路５３巷６弄１１號三樓,101/12/03,140.0,19.8,7.06,82.98%,套房(1房(1廳)1衛),3.0,三層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
富康一村９巷９號５樓,101/11/09,510.0,16.7,30.59,77.37%,公寓(5樓含以下無電梯),14.0,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路７０巷１１弄２１號,101/10/11,800.0,28.6,27.93,88.10%,華廈(10層含以下有電梯),15.0,一層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路７０巷１１弄２３號,101/10/11,800.0,27.8,28.78,86.93%,華廈(10層含以下有電梯),15.0,一層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
大學路５３巷６弄１５號,101/08/30,165.0,19.8,8.35,75.80%,套房(1房(1廳)1衛),3.0,一層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
民權路１８４巷３弄１號２樓,101/08/06,600.0,17.7,33.98,81.58%,公寓(5樓含以下無電梯),5.0,二層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
珠浦西路９４巷１１之２號１樓,101/07/13,450.0,16.5,27.26,83.49%,公寓(5樓含以下無電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
